"txn_id","posting_date","account_code","cost_centre","customer_id","currency_code","amount","description","source_system"
"2498","2026-04-01","41020","CC014","1142","CHF","2079.87","GL posting 2498","ERP"
"2499","2026-07-29","41028","CC003","1032","GBP","-395.15","GL posting 2499","ERP"
"2500","2026-04-03","41006","CC005","1055","CHF","36656.13","GL posting 2500","ERP"
"2501","2026-02-20","41034","CC012","1172","CHF","18961.05","GL posting 2501","ERP"
"2502","2026-01-03","41009","CC003","1061","EUR","-4637.91","GL posting 2502","ERP"
"2503","2026-02-09","41024","CC007","1036","JPY","9157.91","GL posting 2503","ERP"
"2504","2026-04-02","41049","CC006","1009","CHF","-4605.58","GL posting 2504","ERP"
"2505","2026-02-13","41011","CC019","1149","EUR","15196.06","GL posting 2505","ERP"
"2506","2026-04-30","41005","CC006","1078","USD","27984.3","GL posting 2506","ERP"
"2507","2026-06-20","41049","CC014","1151","EUR","20469.92","GL posting 2507","ERP"
"2508","2026-07-11","41028","CC018","1090","JPY","-2133.04","GL posting 2508","ERP"
"2509","2026-07-31","41038","CC020","1098","GBP","31014.96","GL posting 2509","ERP"
"2510","2026-07-08","41036","CC010","1104","GBP","34806.35","GL posting 2510","ERP"
"2511","2026-07-31","41040","CC019","1150","CHF","24276.21","GL posting 2511","ERP"
"2512","2026-05-23","41043","CC010","1113","JPY","-2515.9","GL posting 2512","ERP"
"2513","2026-05-21","41030","CC015","1129","EUR","10848.32","GL posting 2513","ERP"
"2514","2026-07-20","41047","CC012","1147","CHF","43062.92","GL posting 2514","ERP"
"2515","2026-01-13","41017","CC010","1005","JPY","42733.43","GL posting 2515","ERP"
"2516","2026-01-26","41046","CC017","1062","USD","8827.68","GL posting 2516","ERP"
"2517","2026-02-23","41009","CC002","1035","EUR","37748.62","GL posting 2517","ERP"
"2518","2026-03-25","41002","CC013","1064","USD","23362.71","GL posting 2518","ERP"
"2519","2026-06-07","41030","CC012","1151","GBP","41607.33","GL posting 2519","ERP"
"2520","2026-05-17","41024","CC013","1049","JPY","37392.45","GL posting 2520","ERP"
"2521","2026-06-20","41039","CC015","1199","JPY","24828.85","GL posting 2521","ERP"
"2522","2026-06-04","41048","CC019","1095","JPY","9993.26","GL posting 2522","ERP"
"2523","2026-04-30","41000","CC009","1056","USD","20691.21","GL posting 2523","ERP"
"2524","2026-02-23","41015","CC014","1166","CHF","-699.44","GL posting 2524","ERP"
"2525","2026-05-14","41003","CC019","1158","GBP","3505.9","GL posting 2525","ERP"
"2526","2026-01-08","41015","CC011","1081","CHF","46384.85","GL posting 2526","ERP"
"2527","2026-04-02","41007","CC009","1130","USD","18460.14","GL posting 2527","ERP"
"2528","2026-05-13","41033","CC005","1127","CHF","45268.01","GL posting 2528","ERP"
"2529","2026-01-20","41038","CC014","1085","GBP","680.97","GL posting 2529","ERP"
"2530","2026-07-09","41024","CC016","1039","USD","31498.09","GL posting 2530","ERP"
"2531","2026-06-22","41012","CC008","1104","USD","27184.28","GL posting 2531","ERP"
"2532","2026-03-17","41001","CC016","1006","USD","-3468.14","GL posting 2532","ERP"
"2533","2026-02-14","41020","CC012","1050","JPY","8150.64","GL posting 2533","ERP"
"2534","2026-05-05","41038","CC015","1099","GBP","37468.76","GL posting 2534","ERP"
"2535","2026-06-27","41031","CC013","1062","CHF","1108.9","GL posting 2535","ERP"
"2536","2026-03-29","41031","CC017","1178","EUR","41438.26","GL posting 2536","ERP"
"2537","2026-05-28","41027","CC007","1049","CHF","6403.44","GL posting 2537","ERP"
"2538","2026-01-21","41029","CC009","1195","CHF","23233.86","GL posting 2538","ERP"
"2539","2026-04-15","41033","CC009","1089","EUR","3649.36","GL posting 2539","ERP"
"2540","2026-04-19","41035","CC002","1006","GBP","3105.1","GL posting 2540","ERP"
"2541","2026-06-13","41026","CC013","1078","EUR","10665.08","GL posting 2541","ERP"
"2542","2026-01-15","41004","CC016","1052","CHF","23207.3","GL posting 2542","ERP"
"2543","2026-03-28","41034","CC016","1174","JPY","15773.53","GL posting 2543","ERP"
"2544","2026-06-10","41007","CC010","1043","CHF","38075.35","GL posting 2544","ERP"
"2545","2026-05-27","41007","CC014","1051","USD","5389.81","GL posting 2545","ERP"
"2546","2026-04-21","41044","CC020","1196","EUR","45836.45","GL posting 2546","ERP"
"2547","2026-03-20","41035","CC020","1197","GBP","-2101.29","GL posting 2547","ERP"
"2548","2026-03-27","41041","CC011","1158","GBP","39754.67","GL posting 2548","ERP"
"2549","2026-01-11","41030","CC004","1148","GBP","43746.07","GL posting 2549","ERP"
"2550","2026-03-30","41041","CC014","1092","JPY","19844.2","GL posting 2550","ERP"
"2551","2026-05-14","41020","CC018","1005","CHF","40141.73","GL posting 2551","ERP"
"2552","2026-06-12","41042","CC012","1109","GBP","-3858.76","GL posting 2552","ERP"
"2553","2026-05-15","41003","CC019","1119","EUR","29592.68","GL posting 2553","ERP"
"2554","2026-06-08","41026","CC008","1105","JPY","-4698","GL posting 2554","ERP"
"2555","2026-02-06","41034","CC003","1065","CHF","8639.94","GL posting 2555","ERP"
"2556","2026-04-30","41007","CC014","1142","GBP","38055.52","GL posting 2556","ERP"
"2557","2026-01-04","41003","CC008","1187","ZZZ","43793.95","GL posting 2557","ERP"
"2558","2026-01-30","41044","CC016","1183","USD","25897.89","GL posting 2558","ERP"
"2559","2026-01-08","41016","CC009","1135","CHF","15283.51","GL posting 2559","ERP"
"2560","2026-03-25","41007","CC020","1154","EUR","45045.93","GL posting 2560","ERP"
"2561","2026-04-23","41024","CC007","1124","USD","16337","GL posting 2561","ERP"
"2562","2026-05-14","41027","CC012","1182","GBP","-2920.65","GL posting 2562","ERP"
"2563","2026-01-22","41016","CC018","1024","CHF","42074.64","GL posting 2563","ERP"
"2564","2026-04-04","41022","CC011","1094","CHF","44958.81","GL posting 2564","ERP"
"2565","2026-05-22","41020","CC003","1014","GBP","38785.32","GL posting 2565","ERP"
"2566","2026-03-05","41019","CC003","1084","USD","1747.75","GL posting 2566","ERP"
"2567","2026-02-25","41005","CC011","1179","EUR","15587.04","GL posting 2567","ERP"
"2568","2026-01-05","41020","CC010","1010","EUR","11321.9","GL posting 2568","ERP"
"2569","2026-03-17","41038","CC010","1118","USD","5544.88","GL posting 2569","ERP"
"2570","2026-07-30","41038","CC004","1104","CHF","47854.21","GL posting 2570","ERP"
"2571","2026-04-10","41007","CC017","1112","GBP","46473.91","GL posting 2571","ERP"
"2572","2026-07-23","41042","CC008","1014","CHF","45891.97","GL posting 2572","ERP"
"2573","2026-04-21","41047","CC011","1010","JPY","13992.74","GL posting 2573","ERP"
"2574","2026-05-18","41027","CC002","1154","GBP","38644.88","GL posting 2574","ERP"
"2575","2026-01-07","41026","CC003","1137","EUR","19538.48","GL posting 2575","ERP"
"2576","2026-04-01","41026","CC012","1050","GBP","7423.63","GL posting 2576","ERP"
"2577","2026-01-09","41041","CC001","1007","GBP","8404.22","GL posting 2577","ERP"
"2578","2026-05-18","41000","CC009","1030","GBP","-4753.36","GL posting 2578","ERP"
"2579","2026-05-16","41047","CC020","1073","GBP","-1511.79","GL posting 2579","ERP"
"2580","2026-05-24","41015","CC007","1030","JPY","35161.19","GL posting 2580","ERP"
"2581","2026-02-27","41040","CC013","1106","CHF","5437.32","GL posting 2581","ERP"
"2582","2026-05-18","41005","CC013","1150","CHF","18378.59","GL posting 2582","ERP"
"2583","2026-02-06","41024","CC008","1025","USD","36912.98","GL posting 2583","ERP"
"2584","2026-05-12","41015","CC010","1024","EUR","26004.13","GL posting 2584","ERP"
"2585","2026-03-04","41011","CC002","1149","USD","5597.28","GL posting 2585","ERP"
"2586","2026-04-27","41027","CC011","1050","GBP","27293.36","GL posting 2586","ERP"
"2587","2026-01-31","41028","CC008","1104","CHF","37457.87","GL posting 2587","ERP"
"2588","2026-02-13","41003","CC003","1082","GBP","2526.38","GL posting 2588","ERP"
"2589","2026-01-03","41020","CC017","1112","EUR","11293.28","GL posting 2589","ERP"
"2590","2026-03-04","41040","CC012","1026","CHF","26159.57","GL posting 2590","ERP"
"2591","2026-07-19","41035","CC012","1191","JPY","24868.81","GL posting 2591","ERP"
"2592","2026-04-24","41047","CC001","1139","CHF","33405.65","GL posting 2592","ERP"
"2593","2026-03-23","41010","CC011","1191","EUR","43779.23","GL posting 2593","ERP"
"2594","2026-06-27","41039","CC003","1094","USD","7980.11","GL posting 2594","ERP"
"2595","2026-03-24","41029","CC013","1050","GBP","1258.12","GL posting 2595","ERP"
"2596","2026-02-28","41006","CC012","1177","GBP","12341.87","GL posting 2596","ERP"
"2597","2026-06-20","41034","CC012","1171","CHF","30870.47","GL posting 2597","ERP"
"2598","2026-06-06","41017","CC018","1086","EUR","33850.51","GL posting 2598","ERP"
"2599","2026-04-07","41046","CC012","1041","EUR","37982.53","GL posting 2599","ERP"
"2600","2026-07-11","41009","CC004","1182","GBP","45651.03","GL posting 2600","ERP"
"2601","2026-05-30","41022","CC009","1024","JPY","-2452.09","GL posting 2601","ERP"
"2602","2026-03-03","41045","CC003","1068","GBP","4068.93","GL posting 2602","ERP"
"2603","2026-04-07","41040","CC008","1143","JPY","16398.56","GL posting 2603","ERP"
"2604","2026-07-03","41032","CC011","1189","USD","32238.93","GL posting 2604","ERP"
"2605","2026-07-29","41040","CC010","1078","GBP","29387.81","GL posting 2605","ERP"
"2606","2026-03-26","41019","CC013","1025","EUR","15583.39","GL posting 2606","ERP"
"2607","2026-04-09","41040","CC014","1022","CHF","39298.64","GL posting 2607","ERP"
"2608","2026-06-25","41038","CC010","1165","JPY","23763.3","GL posting 2608","ERP"
"2609","2026-06-28","41025","CC015","1111","EUR","1552.48","GL posting 2609","ERP"
"2610","2026-02-17","41001","CC011","1161","JPY","1483.19","GL posting 2610","ERP"
"2611","2026-03-11","41035","CC019","1169","EUR","36526.89","GL posting 2611","ERP"
"2612","2026-07-30","41048","CC006","1046","EUR","25905.37","GL posting 2612","ERP"
"2613","2026-02-25","41024","CC006","1136","CHF","9204.66","GL posting 2613","ERP"
"2614","2026-07-01","41027","CC012","1094","USD","42262.93","GL posting 2614","ERP"
"2615","2026-01-16","41035","CC005","1139","CHF","12197.84","GL posting 2615","ERP"
"2616","2026-05-09","41007","CC017","1169","USD","27686.66","GL posting 2616","ERP"
"2617","2026-02-13","41014","CC012","1126","USD","5331.62","GL posting 2617","ERP"
"2618","2026-04-19","41003","CC008","1015","USD","40111.14","GL posting 2618","ERP"
"2619","2026-01-05","41049","CC013","1193","JPY","-3872.73","GL posting 2619","ERP"
"2620","2026-07-06","41033","CC018","1030","CHF","14909.81","GL posting 2620","ERP"
"2621","2026-03-05","41020","CC010","1048","JPY","27065.03","GL posting 2621","ERP"
"2622","2026-03-17","41020","CC007","1121","USD","41741.61","GL posting 2622","ERP"
"2623","2026-04-12","41039","CC013","1029","EUR","16387.43","GL posting 2623","ERP"
"2624","2026-02-20","41010","CC005","1065","JPY","7652.7","GL posting 2624","ERP"
"2625","2026-04-20","41039","CC014","1116","USD","46326.99","GL posting 2625","ERP"
"2626","2026-07-15","41037","CC016","1049","JPY","3201.53","GL posting 2626","ERP"
"2627","2026-06-05","41023","CC016","1083","JPY","6988.41","GL posting 2627","ERP"
"2628","2026-01-08","41012","CC008","1185","CHF","6099.24","GL posting 2628","ERP"
"2629","2026-03-02","41019","CC013","1036","JPY","7790.73","GL posting 2629","ERP"
"2630","2026-02-04","41022","CC009","1147","GBP","17536.77","GL posting 2630","ERP"
"2631","2026-03-21","41049","CC017","1185","USD","13609.35","GL posting 2631","ERP"
"2632","2026-07-06","41022","CC005","1180","USD","10779.75","GL posting 2632","ERP"
"2633","2026-02-26","41028","CC003","1096","JPY","18804.97","GL posting 2633","ERP"
"2634","2026-06-22","41017","CC016","1050","USD","-3059.18","GL posting 2634","ERP"
"2635","2026-05-23","41001","CC017","1105","CHF","-816.06","GL posting 2635","ERP"
"2636","2026-04-03","41017","CC017","1139","JPY","-461.75","GL posting 2636","ERP"
"2637","2026-07-27","41048","CC014","1110","EUR","34655.18","GL posting 2637","ERP"
"2638","2026-06-12","41040","CC002","1147","CHF","9510.01","GL posting 2638","ERP"
"2639","2026-04-27","41006","CC017","1003","EUR","43885.25","GL posting 2639","ERP"
"2640","2026-05-28","41002","CC017","1136","JPY","31886.26","GL posting 2640","ERP"
"2641","2026-05-17","41001","CC011","1187","USD","29879.93","GL posting 2641","ERP"
"2642","2026-07-23","41027","CC019","1172","USD","13737.15","GL posting 2642","ERP"
"2643","2026-07-06","41047","CC020","1168","EUR","-4929.09","GL posting 2643","ERP"
"2644","2026-02-08","41049","CC001","1071","USD","5595.24","GL posting 2644","ERP"
"2645","2026-02-25","41022","CC008","1158","EUR","428.56","GL posting 2645","ERP"
"2646","2026-07-08","41023","CC015","1084","CHF","15737.51","GL posting 2646","ERP"
"2647","2026-03-29","41040","CC001","1018","CHF","41383.07","GL posting 2647","ERP"
"2648","2026-07-20","41017","CC014","1062","JPY","28939.16","GL posting 2648","ERP"
"2649","2026-04-26","41041","CC012","1071","GBP","39907.54","GL posting 2649","ERP"
"2650","2026-03-28","41030","CC010","1015","EUR","10205.5","GL posting 2650","ERP"
"2651","2026-06-26","41009","CC008","1184","USD","7584.79","GL posting 2651","ERP"
"2652","2026-02-09","41037","CC010","1142","GBP","-1292.22","GL posting 2652","ERP"
"2653","2026-05-16","41045","CC011","1109","CHF","18459.68","GL posting 2653","ERP"
"2654","2026-05-30","41038","CC019","1007","USD","5725.27","GL posting 2654","ERP"
"2655","2026-01-05","41022","CC011","1010","JPY","47558.83","GL posting 2655","ERP"
"2656","2026-03-26","41025","CC018","1192","GBP","42058.73","GL posting 2656","ERP"
"2657","2026-03-23","41002","CC006","1147","JPY","6658.79","GL posting 2657","ERP"
"2658","2026-06-25","41008","CC001","1081","EUR","36416.83","GL posting 2658","ERP"
"2659","2026-04-05","41025","CC011","1066","JPY","41476.08","GL posting 2659","ERP"
"2660","2026-02-08","41034","CC013","1098","JPY","23982.51","GL posting 2660","ERP"
"2661","2026-03-31","41034","CC014","1175","GBP","2682.09","GL posting 2661","ERP"
"2662","2026-05-06","41038","CC003","1138","GBP","34968.99","GL posting 2662","ERP"
"2663","2026-02-05","41002","CC006","1184","GBP","-3635.77","GL posting 2663","ERP"
"2664","2026-05-30","41037","CC005","1047","GBP","364.99","GL posting 2664","ERP"
"2665","2026-06-04","41043","CC019","1151","JPY","5904.7","GL posting 2665","ERP"
"2666","2026-01-01","41039","CC018","1019","JPY","24732.91","GL posting 2666","ERP"
"2667","2026-05-13","41030","CC015","1181","GBP","38700.84","GL posting 2667","ERP"
"2668","2026-02-01","41028","CC020","1029","USD","25992.7","GL posting 2668","ERP"
"2669","2026-02-13","41046","CC004","1064","JPY","28629.99","GL posting 2669","ERP"
"2670","2026-02-26","41037","CC005","1049","EUR","23155.34","GL posting 2670","ERP"
"2671","2026-03-12","41021","CC003","1049","CHF","10291.3","GL posting 2671","ERP"
"2672","2026-06-12","41017","CC019","1008","USD","23436.66","GL posting 2672","ERP"
"2673","2026-06-03","41014","CC014","1026","JPY","7930.45","GL posting 2673","ERP"
"2674","2026-03-04","41009","CC018","1048","USD","30886.53","GL posting 2674","ERP"
"2675","2026-05-16","41035","CC020","1121","CHF","22880.07","GL posting 2675","ERP"
"2676","2026-01-16","41033","CC010","1051","JPY","38270.79","GL posting 2676","ERP"
"2677","2026-07-07","41049","CC011","1028","GBP","39370.71","GL posting 2677","ERP"
"2678","2026-01-25","41023","CC015","1138","CHF","3883.23","GL posting 2678","ERP"
"2679","2026-06-08","41022","CC010","1018","EUR","45092.64","GL posting 2679","ERP"
"2680","2026-07-21","41045","CC004","1195","EUR","32994.74","GL posting 2680","ERP"
"2681","2026-03-16","41003","CC015","1116","JPY","591.8","GL posting 2681","ERP"
"2682","2026-05-22","41041","CC003","1197","USD","47024.06","GL posting 2682","ERP"
"2683","2026-01-28","41028","CC008","1034","USD","40309.81","GL posting 2683","ERP"
"2684","2026-03-27","41041","CC015","1117","JPY","10593.36","GL posting 2684","ERP"
"2685","2026-06-28","41032","CC015","1008","EUR","46796.15","GL posting 2685","ERP"
"2686","2026-07-07","41027","CC006","1094","EUR","41075.6","GL posting 2686","ERP"
"2687","2026-05-21","41017","CC009","1130","EUR","33911","GL posting 2687","ERP"
"2688","2026-06-06","41021","CC012","1023","JPY","21248.75","GL posting 2688","ERP"
"2689","2026-03-16","41009","CC007","1101","GBP","6606.51","GL posting 2689","ERP"
"2690","2026-07-30","41027","CC015","1129","EUR","26318.92","GL posting 2690","ERP"
"2691","2026-04-01","41001","CC008","1031","EUR","49033.08","GL posting 2691","ERP"
"2692","2026-02-21","41013","CC015","1036","GBP","38931.18","GL posting 2692","ERP"
"2693","2026-01-27","41004","CC006","1019","CHF","15294.8","GL posting 2693","ERP"
"2694","2026-01-11","41044","CC003","1052","GBP","43667.16","GL posting 2694","ERP"
"2695","2026-05-10","41029","CC002","1045","USD","-2568.1","GL posting 2695","ERP"
"2696","2026-01-09","41026","CC008","1028","GBP","49783.6","GL posting 2696","ERP"
"2697","2026-07-08","41016","CC001","1048","GBP","45684.36","GL posting 2697","ERP"
"2698","2026-06-24","41024","CC003","1098","EUR","31389.93","GL posting 2698","ERP"
"2699","2026-03-18","41034","CC010","1025","USD","49713.65","GL posting 2699","ERP"
"2700","2026-07-07","41014","CC005","1078","CHF","43505.32","GL posting 2700","ERP"
"2701","2026-03-04","41010","CC007","1114","USD","42025.14","GL posting 2701","ERP"
"2702","2026-05-30","41020","CC007","1002","USD","-2165.87","GL posting 2702","ERP"
"2703","2026-01-16","41020","CC018","1127","GBP","739.47","GL posting 2703","ERP"
"2704","2026-01-20","41007","CC013","1071","JPY","15017.05","GL posting 2704","ERP"
"2705","2026-05-19","41013","CC017","1021","USD","42321.04","GL posting 2705","ERP"
"2706","2026-01-10","41021","CC014","1006","EUR","47176.69","GL posting 2706","ERP"
"2707","2026-04-24","41005","CC010","1116","USD","39574.15","GL posting 2707","ERP"
"2708","2026-02-27","41048","CC019","1194","GBP","404.4","GL posting 2708","ERP"
"2709","2026-01-26","41022","CC020","1014","CHF","16185.23","GL posting 2709","ERP"
"2710","2026-05-13","41046","CC007","1170","USD","29749.32","GL posting 2710","ERP"
"2711","2026-03-22","41039","CC012","1056","EUR","21936.71","GL posting 2711","ERP"
"2712","2026-01-28","41036","CC016","1043","CHF","4086.87","GL posting 2712","ERP"
"2713","2026-06-02","41015","CC010","1125","EUR","22921.84","GL posting 2713","ERP"
"2714","2026-05-10","41043","CC007","1151","JPY","39241.39","GL posting 2714","ERP"
"2715","2026-06-23","41021","CC014","1031","GBP","45626.07","GL posting 2715","ERP"
"2716","2026-05-25","41040","CC015","1002","CHF","38294.6","GL posting 2716","ERP"
"2717","2026-06-17","41039","CC012","1101","CHF","45666.6","GL posting 2717","ERP"
"2718","2026-02-17","41038","CC013","1042","CHF","20011.41","GL posting 2718","ERP"
"2719","2026-02-01","41041","CC017","1195","CHF","9571.4","GL posting 2719","ERP"
"2720","2026-06-07","41033","CC002","1019","GBP","7145.56","GL posting 2720","ERP"
"2721","2026-06-09","41020","CC008","1164","USD","34781.63","GL posting 2721","ERP"
"2722","2026-04-30","41011","CC016","1077","USD","17762.51","GL posting 2722","ERP"
"2723","2026-06-26","41022","CC008","1039","CHF","-1750.77","GL posting 2723","ERP"
"2724","2026-02-24","41016","CC010","1026","GBP","31208.78","GL posting 2724","ERP"
"2725","2026-07-17","41044","CC005","1046","USD","3508.41","GL posting 2725","ERP"
"2726","2026-06-23","41019","CC011","1118","USD","37403.73","GL posting 2726","ERP"
"2727","2026-07-06","41000","CC020","1157","USD","3312.24","GL posting 2727","ERP"
"2728","2026-04-18","41035","CC003","1154","JPY","35609.63","GL posting 2728","ERP"
"2729","2026-07-30","41031","CC006","1194","CHF","23259.7","GL posting 2729","ERP"
"2730","2026-04-14","41029","CC007","1001","USD","7784.02","GL posting 2730","ERP"
"2731","2026-01-02","41015","CC008","1140","EUR","45242.86","GL posting 2731","ERP"
"2732","2026-02-21","41023","CC002","1064","GBP","7423.71","GL posting 2732","ERP"
"2733","2026-03-07","41000","CC016","1111","EUR","-3581.63","GL posting 2733","ERP"
"2734","2026-02-14","41037","CC006","1143","GBP","32175.35","GL posting 2734","ERP"
"2735","2026-03-24","41010","CC020","1026","USD","16053.34","GL posting 2735","ERP"
"2736","2026-02-10","41001","CC016","1119","EUR","23544.21","GL posting 2736","ERP"
"2737","2026-06-03","41014","CC008","1182","GBP","22029.77","GL posting 2737","ERP"
"2738","2026-04-26","41033","CC003","1094","USD","32766.19","GL posting 2738","ERP"
"2739","2026-02-17","41034","CC004","1064","GBP","11534.2","GL posting 2739","ERP"
"2740","2026-05-02","41013","CC011","1052","GBP","25244.92","GL posting 2740","ERP"
"2741","2026-07-29","41039","CC009","1007","EUR","47659.15","GL posting 2741","ERP"
"2742","2026-03-22","41013","CC001","1021","EUR","38139.72","GL posting 2742","ERP"
"2743","2026-02-14","41023","CC014","1154","JPY","43678.76","GL posting 2743","ERP"
"2744","2026-05-29","41041","CC018","1087","GBP","19917.19","GL posting 2744","ERP"
"2745","2026-01-27","41007","CC007","1014","GBP","31886.2","GL posting 2745","ERP"
"2746","2026-05-18","41018","CC018","1082","CHF","19103.05","GL posting 2746","ERP"
"2747","2026-07-20","41031","CC017","1155","USD","19564.22","GL posting 2747","ERP"
"2748","2026-03-13","41047","CC009","1019","GBP","21849.76","GL posting 2748","ERP"
"2749","2026-01-31","41018","CC013","1145","CHF","26952.47","GL posting 2749","ERP"
"2750","2026-06-02","41012","CC016","1099","JPY","21679.11","GL posting 2750","ERP"
"2751","2026-07-17","41022","CC003","1144","JPY","43251.03","GL posting 2751","ERP"
"2752","2026-03-03","41042","CC002","1092","CHF","-4491.23","GL posting 2752","ERP"
"2753","2026-05-25","41015","CC013","1190","USD","32389.74","GL posting 2753","ERP"
"2754","2026-05-17","41017","CC008","1169","GBP","-3434.23","GL posting 2754","ERP"
"2755","2026-06-03","41026","CC016","1192","USD","30996.68","GL posting 2755","ERP"
"2756","2026-07-11","41031","CC005","1087","CHF","1201.83","GL posting 2756","ERP"
"2757","2026-05-26","41005","CC001","1192","CHF","33321.51","GL posting 2757","ERP"
"2758","2026-06-19","41005","CC017","1064","GBP","23745.71","GL posting 2758","ERP"
"2759","2026-07-26","41020","CC005","1125","JPY","2853.81","GL posting 2759","ERP"
"2760","2026-05-26","41025","CC019","1158","USD","19584.4","GL posting 2760","ERP"
"2761","2026-02-07","41034","CC006","1112","USD","27937.94","GL posting 2761","ERP"
"2762","2026-06-27","41013","CC013","1047","GBP","13056.7","GL posting 2762","ERP"
"2763","2026-07-22","41002","CC020","1149","EUR","15637.3","GL posting 2763","ERP"
"2764","2026-02-26","41029","CC013","1086","CHF","26312.09","GL posting 2764","ERP"
"2765","2026-07-14","41010","CC009","1108","EUR","303.61","GL posting 2765","ERP"
"2766","2026-06-23","41044","CC019","1195","USD","18268.71","GL posting 2766","ERP"
"2767","2026-01-12","41028","CC013","1195","EUR","33102.96","GL posting 2767","ERP"
"2768","2026-02-16","41034","CC020","1030","JPY","38384.15","GL posting 2768","ERP"
"2769","2026-07-21","41026","CC017","1105","CHF","33774.03","GL posting 2769","ERP"
"2770","2026-01-06","41027","CC013","1040","EUR","23260.24","GL posting 2770","ERP"
"2771","2026-04-29","41046","CC010","1189","EUR","4284.73","GL posting 2771","ERP"
"2772","2026-04-05","41032","CC015","1180","EUR","3598.92","GL posting 2772","ERP"
"2773","2026-01-04","41011","CC001","1114","EUR","36420.75","GL posting 2773","ERP"
"2774","2026-04-06","41004","CC003","1191","USD","25886.98","GL posting 2774","ERP"
"2775","2026-05-10","41040","CC020","1034","GBP","35036","GL posting 2775","ERP"
"2776","2026-02-05","41033","CC016","1197","EUR","38171.64","GL posting 2776","ERP"
"2777","2026-01-11","41042","CC019","1179","JPY","23394.47","GL posting 2777","ERP"
"2778","2026-06-18","41046","CC009","1040","EUR","35425.98","GL posting 2778","ERP"
"2779","2026-03-07","41001","CC020","1089","GBP","28449.86","GL posting 2779","ERP"
"2780","2026-01-14","41011","CC016","1135","EUR","-2869.53","GL posting 2780","ERP"
"2781","2026-01-10","41030","CC003","1120","GBP","44906.55","GL posting 2781","ERP"
"2782","2026-07-10","41011","CC004","1059","CHF","20822.63","GL posting 2782","ERP"
"2783","2026-05-21","41007","CC012","1132","EUR","48196.93","GL posting 2783","ERP"
"2784","2026-05-25","41043","CC003","1145","EUR","23819.98","GL posting 2784","ERP"
"2785","2026-01-22","41026","CC008","1047","USD","24615.09","GL posting 2785","ERP"
"2786","2026-06-12","41024","CC016","1088","GBP","4051.39","GL posting 2786","ERP"
"2787","2026-04-15","41040","CC019","1065","USD","13279.68","GL posting 2787","ERP"
"2788","2026-05-16","41029","CC013","1185","JPY","32117.05","GL posting 2788","ERP"
"2789","2026-04-29","41032","CC012","1007","GBP","27895.62","GL posting 2789","ERP"
"2790","2026-04-08","41020","CC020","1000","USD","47138.95","GL posting 2790","ERP"
"2791","2026-03-22","41040","CC015","1018","JPY","4055.87","GL posting 2791","ERP"
"2792","2026-02-14","41035","CC016","1111","USD","-4733.77","GL posting 2792","ERP"
"2793","2026-03-22","41008","CC016","1097","GBP","36143.9","GL posting 2793","ERP"
"2794","2026-07-15","41049","CC010","1140","CHF","5586.72","GL posting 2794","ERP"
"2795","2026-03-29","41022","CC014","1052","GBP","-4917.71","GL posting 2795","ERP"
"2796","2026-06-16","41027","CC016","1041","USD","39578.06","GL posting 2796","ERP"
"2797","2026-02-25","41010","CC015","1125","EUR","39455.64","GL posting 2797","ERP"
"2798","2026-06-21","41027","CC013","1086","CHF","43357.16","GL posting 2798","ERP"
"2799","2026-05-17","41039","CC002","1076","USD","48862.19","GL posting 2799","ERP"
"2800","2026-07-19","41047","CC019","1133","CHF","40256.35","GL posting 2800","ERP"
"2801","2026-01-31","41032","CC001","1084","JPY","23271.59","GL posting 2801","ERP"
"2802","2026-02-22","41039","CC008","1189","EUR","45802.25","GL posting 2802","ERP"
"2803","2026-05-26","41040","CC020","1146","CHF","4949.04","GL posting 2803","ERP"
"2804","2026-06-05","41044","CC010","1142","USD","12038.53","GL posting 2804","ERP"
"2805","2026-07-02","41005","CC005","1184","EUR","19020.78","GL posting 2805","ERP"
"2806","2026-05-22","41007","CC009","1128","JPY","-4893.77","GL posting 2806","ERP"
"2807","2026-04-03","41036","CC015","1042","EUR","-7.28","GL posting 2807","ERP"
"2808","2026-06-26","41034","CC005","1180","EUR","47949.79","GL posting 2808","ERP"
"2809","2026-05-10","41047","CC018","1127","GBP","20470.41","GL posting 2809","ERP"
"2810","2026-03-17","41048","CC001","1165","JPY","37051.2","GL posting 2810","ERP"
"2811","2026-07-31","41019","CC010","1040","JPY","49024.42","GL posting 2811","ERP"
"2812","2026-07-19","41013","CC017","1172","GBP","43150.99","GL posting 2812","ERP"
"2813","2026-06-19","41047","CC012","1184","JPY","19652.24","GL posting 2813","ERP"
"2814","2026-02-01","41048","CC011","1120","CHF","25299.56","GL posting 2814","ERP"
"2815","2026-07-18","41011","CC013","1086","CHF","7304.94","GL posting 2815","ERP"
"2816","2026-07-15","41049","CC018","1153","JPY","13164.34","GL posting 2816","ERP"
"2817","2026-01-27","41029","CC008","1069","GBP","24015.32","GL posting 2817","ERP"
"2818","2026-07-15","41046","CC015","1164","GBP","45862.68","GL posting 2818","ERP"
"2819","2026-01-17","41029","CC020","1017","JPY","48205.79","GL posting 2819","ERP"
"2820","2026-04-25","41013","CC014","1099","GBP","11971.87","GL posting 2820","ERP"
"2821","2026-07-14","41000","CC007","1182","GBP","21681.6","GL posting 2821","ERP"
"2822","2026-01-28","41035","CC017","1072","EUR","37865.17","GL posting 2822","ERP"
